Source,Region,Date,Measure,Value
NWSS,Massachusetts,2024-05-02,inf,15829.907163672855
NWSS,Massachusetts,2024-05-03,wastewater,94335993.64601038
NWSS,Massachusetts,2024-05-03,inf,16871.57687505951
NWSS,Massachusetts,2024-05-04,wastewater,84302047.50390814
NWSS,Massachusetts,2024-05-04,inf,15077.049811169889
NWSS,Massachusetts,2024-05-05,wastewater,89728484.94635428
NWSS,Massachusetts,2024-05-05,inf,16047.544242081132
NWSS,Massachusetts,2024-05-06,wastewater,90234367.1135025
NWSS,Massachusetts,2024-05-06,inf,16138.019039058307
NWSS,Massachusetts,2024-05-07,wastewater,88173938.93140486
NWSS,Massachusetts,2024-05-07,inf,15769.520535716685
NWSS,Massachusetts,2024-05-08,wastewater,91079461.49359527
NWSS,Massachusetts,2024-05-08,inf,16289.16044595246
NWSS,Massachusetts,2024-05-09,wastewater,90647185.43712187
NWSS,Massachusetts,2024-05-09,inf,16211.849777604535
NWSS,Massachusetts,2024-05-10,wastewater,85789075.18532026
NWSS,Massachusetts,2024-05-10,inf,15342.998161026986
NWSS,Massachusetts,2024-05-11,wastewater,82823846.73952027
NWSS,Massachusetts,2024-05-11,inf,14812.680116536409
NWSS,Massachusetts,2024-05-12,wastewater,89627411.59697957
NWSS,Massachusetts,2024-05-12,inf,16029.467718814794
NWSS,Massachusetts,2024-05-13,wastewater,93983680.49233964
NWSS,Massachusetts,2024-05-13,inf,16808.567219608638
NWSS,Massachusetts,2024-05-14,wastewater,98177269.64595102
NWSS,Massachusetts,2024-05-14,inf,17558.572165261347
NWSS,Massachusetts,2024-05-15,wastewater,97339519.13200328
NWSS,Massachusetts,2024-05-15,inf,17408.744176474505
NWSS,Massachusetts,2024-05-16,wastewater,99960424.40358385
NWSS,Massachusetts,2024-05-16,inf,17877.481538139964
NWSS,Massachusetts,2024-05-17,wastewater,102022506.08059444
NWSS,Massachusetts,2024-05-17,inf,18246.275761762445
NWSS,Massachusetts,2024-05-18,wastewater,104084524.30431108
NWSS,Massachusetts,2024-05-18,inf,18615.058637042843
NWSS,Massachusetts,2024-05-19,wastewater,94085322.8491379
NWSS,Massachusetts,2024-05-19,inf,16826.745507345968
NWSS,Massachusetts,2024-05-20,wastewater,97987672.9359473
NWSS,Massachusetts,2024-05-20,inf,17524.663628928018
NWSS,Massachusetts,2024-05-21,wastewater,101863615.69376735
NWSS,Massachusetts,2024-05-21,inf,18217.858916055382
NWSS,Massachusetts,2024-05-22,wastewater,127766103.21671669
NWSS,Massachusetts,2024-05-22,inf,22850.404698512317
NWSS,Massachusetts,2024-05-23,wastewater,136422986.13335708
NWSS,Massachusetts,2024-05-23,inf,24398.65007105326
NWSS,Massachusetts,2024-05-24,wastewater,140369087.66644412
NWSS,Massachusetts,2024-05-24,inf,25104.392946059103
NWSS,Massachusetts,2024-05-25,wastewater,148336907.11022088
NWSS,Massachusetts,2024-05-25,inf,26529.402352084042
NWSS,Massachusetts,2024-05-26,wastewater,157239037.7726644
NWSS,Massachusetts,2024-05-26,inf,28121.509203545527
NWSS,Massachusetts,2024-05-27,wastewater,157850840.0416739
NWSS,Massachusetts,2024-05-27,inf,28230.92734411934
NWSS,Massachusetts,2024-05-28,wastewater,157332743.34837404
NWSS,Massachusetts,2024-05-28,inf,28138.268032949913
NWSS,Massachusetts,2024-05-29,wastewater,136865534.32094154
NWSS,Massachusetts,2024-05-29,inf,24477.79786479747
NWSS,Massachusetts,2024-05-30,wastewater,133365611.00819078
NWSS,Massachusetts,2024-05-30,inf,23851.851998901726
NWSS,Massachusetts,2024-05-31,wastewater,140760611.59900865
NWSS,Massachusetts,2024-05-31,inf,25174.41527657565
NWSS,Massachusetts,2024-06-01,wastewater,133065198.2375146
NWSS,Massachusetts,2024-06-01,inf,23798.12449830708
NWSS,Massachusetts,2024-06-02,wastewater,123264778.88331744
NWSS,Massachusetts,2024-06-02,inf,22045.362671653533
NWSS,Massachusetts,2024-06-03,wastewater,116698554.84882772
NWSS,Massachusetts,2024-06-03,inf,20871.022429980127
NWSS,Massachusetts,2024-06-04,wastewater,112383978.66819021
NWSS,Massachusetts,2024-06-04,inf,20099.379487541
NWSS,Massachusetts,2024-06-05,wastewater,111616465.28680512
NWSS,Massachusetts,2024-06-05,inf,19962.113100489772
NWSS,Massachusetts,2024-06-06,wastewater,113282587.38847248
NWSS,Massachusetts,2024-06-06,inf,20260.09169842555
NWSS,Massachusetts,2024-06-07,wastewater,103236650.50157776
NWSS,Massachusetts,2024-06-07,inf,18463.42014265392
NWSS,Massachusetts,2024-06-08,wastewater,103598279.23153736
NWSS,Massachusetts,2024-06-08,inf,18528.095847885135
NWSS,Massachusetts,2024-06-09,wastewater,105863013.96104018
NWSS,Massachusetts,2024-06-09,inf,18933.133677176498
NWSS,Massachusetts,2024-06-10,wastewater,149680272.8051173
NWSS,Massachusetts,2024-06-10,inf,26769.657388542455
NWSS,Massachusetts,2024-06-11,wastewater,154530435.49828735
NWSS,Massachusetts,2024-06-11,inf,27637.087619270984
NWSS,Massachusetts,2024-06-12,wastewater,157011622.1146698
NWSS,Massachusetts,2024-06-12,inf,28080.836914971922
NWSS,Massachusetts,2024-06-13,wastewater,152432112.62154093
NWSS,Massachusetts,2024-06-13,inf,27261.811816733018
NWSS,Massachusetts,2024-06-14,wastewater,153999325.52858758
NWSS,Massachusetts,2024-06-14,inf,27542.100940946224
NWSS,Massachusetts,2024-06-15,wastewater,152365130.38046333
NWSS,Massachusetts,2024-06-15,inf,27249.83233800038
NWSS,Massachusetts,2024-06-16,wastewater,149851963.28654537
NWSS,Massachusetts,2024-06-16,inf,26800.363474779264
NWSS,Massachusetts,2024-06-17,wastewater,111012318.15600084
NWSS,Massachusetts,2024-06-17,inf,19854.064047659955
NWSS,Massachusetts,2024-06-18,wastewater,122379707.54632823
NWSS,Massachusetts,2024-06-18,inf,21887.071562133253
NWSS,Massachusetts,2024-06-19,wastewater,121664225.12511547
NWSS,Massachusetts,2024-06-19,inf,21759.110683091243
NWSS,Massachusetts,2024-06-20,wastewater,122781199.06273548
NWSS,Massachusetts,2024-06-20,inf,21958.8765511088
NWSS,Massachusetts,2024-06-21,wastewater,137973792.4158555
NWSS,Massachusetts,2024-06-21,inf,24676.004942743893
NWSS,Massachusetts,2024-06-22,wastewater,147886623.8996211
NWSS,Massachusetts,2024-06-22,inf,26448.871183549472
NWSS,Massachusetts,2024-06-23,wastewater,193728434.3084045
NWSS,Massachusetts,2024-06-23,inf,34647.477023287734
NWSS,Massachusetts,2024-06-24,wastewater,208298499.7668381
NWSS,Massachusetts,2024-06-24,inf,37253.26904344745
NWSS,Massachusetts,2024-06-25,wastewater,206789821.1480356
NWSS,Massachusetts,2024-06-25,inf,36983.44851881929
NWSS,Massachusetts,2024-06-26,wastewater,209776032.1700215
NWSS,Massachusetts,2024-06-26,inf,37517.51920462392
NWSS,Massachusetts,2024-06-27,wastewater,213810687.49391967
NWSS,Massachusetts,2024-06-27,inf,38239.09953500076
NWSS,Massachusetts,2024-06-28,wastewater,207174210.19284424
NWSS,Massachusetts,2024-06-28,inf,37052.1948060928
NWSS,Massachusetts,2024-06-29,wastewater,208773603.86772648
NWSS,Massachusetts,2024-06-29,inf,37338.23931886399
NWSS,Massachusetts,2024-06-30,wastewater,179162756.8619992
NWSS,Massachusetts,2024-06-30,inf,32042.4697797483
NWSS,Massachusetts,2024-07-01,wastewater,163756850.16629288
NWSS,Massachusetts,2024-07-01,inf,29287.191236523922
NWSS,Massachusetts,2024-07-02,wastewater,167155965.83512545
NWSS,Massachusetts,2024-07-02,inf,29895.108099403686
NWSS,Massachusetts,2024-07-03,wastewater,171629219.26892766
NWSS,Massachusetts,2024-07-03,inf,30695.1297695333
NWSS,Massachusetts,2024-07-04,wastewater,182374359.90723616
NWSS,Massachusetts,2024-07-04,inf,32616.850835967572
NWSS,Massachusetts,2024-07-05,wastewater,179409557.8235407
NWSS,Massachusetts,2024-07-05,inf,32086.609044461093
NWSS,Massachusetts,2024-07-06,wastewater,177940431.6365295
NWSS,Massachusetts,2024-07-06,inf,31823.862298014217
NWSS,Massachusetts,2024-07-07,wastewater,187728050.99218994
NWSS,Massachusetts,2024-07-07,inf,33574.33490131868
NWSS,Massachusetts,2024-07-08,wastewater,202989629.95264944
NWSS,Massachusetts,2024-07-08,inf,36303.801064916704
NWSS,Massachusetts,2024-07-09,wastewater,200347894.33691403
NWSS,Massachusetts,2024-07-09,inf,35831.338287965315
NWSS,Massachusetts,2024-07-10,wastewater,207979585.35533184
NWSS,Massachusetts,2024-07-10,inf,37196.23260589762
NWSS,Massachusetts,2024-07-11,wastewater,301512666.01656145
NWSS,Massachusetts,2024-07-11,inf,53924.21203078827
NWSS,Massachusetts,2024-07-12,wastewater,321387276.5641398
NWSS,Massachusetts,2024-07-12,inf,57478.69857145681
NWSS,Massachusetts,2024-07-13,wastewater,326475349.60175943
NWSS,Massachusetts,2024-07-13,inf,58388.67801919804
NWSS,Massachusetts,2024-07-14,wastewater,325375149.97514933
NWSS,Massachusetts,2024-07-14,inf,58191.91216280693
NWSS,Massachusetts,2024-07-15,wastewater,330506553.0633841
NWSS,Massachusetts,2024-07-15,inf,59109.64099921414
NWSS,Massachusetts,2024-07-16,wastewater,327890471.2431325
NWSS,Massachusetts,2024-07-16,inf,58641.76629056959
NWSS,Massachusetts,2024-07-17,wastewater,322438684.5517006
NWSS,Massachusetts,2024-07-17,inf,57666.73825815103
NWSS,Massachusetts,2024-07-18,wastewater,231517797.36636522
NWSS,Massachusetts,2024-07-18,inf,41405.93812864635
NWSS,Massachusetts,2024-07-19,wastewater,217138667.2301808
NWSS,Massachusetts,2024-07-19,inf,38834.29404972292
NWSS,Massachusetts,2024-07-20,wastewater,213328197.59568882
NWSS,Massachusetts,2024-07-20,inf,38152.80834226697
NWSS,Massachusetts,2024-07-21,wastewater,200384171.1217313
NWSS,Massachusetts,2024-07-21,inf,35837.826231115854
NWSS,Massachusetts,2024-07-22,wastewater,198823254.0407379
NWSS,Massachusetts,2024-07-22,inf,35558.66308765658
NWSS,Massachusetts,2024-07-23,wastewater,196709786.42947564
NWSS,Massachusetts,2024-07-23,inf,35180.67871606919
NWSS,Massachusetts,2024-07-24,wastewater,189387658.28451043
NWSS,Massachusetts,2024-07-24,inf,33871.148354303165
NWSS,Massachusetts,2024-07-25,wastewater,173190783.7150302
NWSS,Massachusetts,2024-07-25,inf,30974.40869139043
NWSS,Massachusetts,2024-07-26,wastewater,175711910.74974814
NWSS,Massachusetts,2024-07-26,inf,31425.301154956836
NWSS,Massachusetts,2024-07-27,wastewater,158262123.67181483
NWSS,Massachusetts,2024-07-27,inf,28304.4836094979
NWSS,Massachusetts,2024-07-28,wastewater,139882080.8593664
NWSS,Massachusetts,2024-07-28,inf,25017.293924076876
NWSS,Massachusetts,2024-07-29,wastewater,106983654.70160605
NWSS,Massachusetts,2024-07-29,inf,19133.55533674716
NWSS,Massachusetts,2024-07-30,wastewater,99222907.23134649
NWSS,Massachusetts,2024-07-30,inf,17745.57984094927
NWSS,Massachusetts,2024-07-31,wastewater,92360439.33166523
NWSS,Massachusetts,2024-07-31,inf,16518.257689061415
NWSS,Massachusetts,2024-08-01,wastewater,86208196.81363808
NWSS,Massachusetts,2024-08-01,inf,15417.956217849905
NWSS,Minnesota,2023-08-06,wastewater,1102573.194143873
NWSS,Minnesota,2023-08-06,inf,3551.838363615987
NWSS,Minnesota,2023-08-07,wastewater,1190320.6460534963
NWSS,Minnesota,2023-08-07,inf,3834.5087275043006
NWSS,Minnesota,2023-08-08,wastewater,1268039.740627221
NWSS,Minnesota,2023-08-08,inf,4084.8736585207844
NWSS,Minnesota,2023-08-09,wastewater,1335730.4778650473
NWSS,Minnesota,2023-08-09,inf,4302.933156665438
NWSS,Minnesota,2023-08-10,wastewater,1393392.8577669745
NWSS,Minnesota,2023-08-10,inf,4488.687221938259
NWSS,Minnesota,2023-08-11,wastewater,1442144.2677066757
NWSS,Minnesota,2023-08-11,inf,4645.735415222746
NWSS,Minnesota,2023-08-12,wastewater,1487810.7708536503
NWSS,Minnesota,2023-08-12,inf,4792.845864371257
NWSS,Minnesota,2023-08-13,wastewater,1533324.3396855283
NWSS,Minnesota,2023-08-13,inf,4939.463649658215
NWSS,Minnesota,2023-08-14,wastewater,1585567.7418954873
NWSS,Minnesota,2023-08-14,inf,5107.760975586982
NWSS,Minnesota,2023-08-15,wastewater,1649549.6210522752
NWSS,Minnesota,2023-08-15,inf,5313.872727779342
NWSS,Minnesota,2023-08-16,wastewater,1725269.9771558908
NWSS,Minnesota,2023-08-16,inf,5557.798906235293
NWSS,Minnesota,2023-08-17,wastewater,1812728.810206335
NWSS,Minnesota,2023-08-17,inf,5839.539510954837
NWSS,Minnesota,2023-08-18,wastewater,1912124.843389228
NWSS,Minnesota,2023-08-18,inf,6159.7347104439505
NWSS,Minnesota,2023-08-19,wastewater,2011603.6087115083
NWSS,Minnesota,2023-08-19,inf,6480.19642392791
NWSS,Minnesota,2023-08-20,wastewater,2085003.7065628257
NWSS,Minnesota,2023-08-20,inf,6716.648103350343
NWSS,Minnesota,2023-08-21,wastewater,2134266.0338037075
NWSS,Minnesota,2023-08-21,inf,6875.342169834547
NWSS,Minnesota,2023-08-22,wastewater,2164506.901868477
NWSS,Minnesota,2023-08-22,inf,6972.760351150755
NWSS,Minnesota,2023-08-23,wastewater,2175726.310757135
NWSS,Minnesota,2023-08-23,inf,7008.902647298969
NWSS,Minnesota,2023-08-24,wastewater,2167924.2604696816
NWSS,Minnesota,2023-08-24,inf,6983.769058279188
NWSS,Minnesota,2023-08-25,wastewater,2139784.6404468226
NWSS,Minnesota,2023-08-25,inf,6893.1198547019385
NWSS,Minnesota,2023-08-26,wastewater,2102833.980942854
NWSS,Minnesota,2023-08-26,inf,6774.086696010815
NWSS,Minnesota,2023-08-27,wastewater,2098815.4826610265
NWSS,Minnesota,2023-08-27,inf,6761.141472566848
NWSS,Minnesota,2023-08-28,wastewater,2116544.0851879907
NWSS,Minnesota,2023-08-28,inf,6818.25253868293
NWSS,Minnesota,2023-08-29,wastewater,2140971.2615538756
NWSS,Minnesota,2023-08-29,inf,6896.942445704053
NWSS,Minnesota,2023-08-30,wastewater,2172097.0117586832
NWSS,Minnesota,2023-08-30,inf,6997.211193630223
NWSS,Minnesota,2023-08-31,wastewater,2209921.335802413
NWSS,Minnesota,2023-08-31,inf,7119.058782461438
NWSS,Minnesota,2023-09-01,wastewater,2254444.2336850646
NWSS,Minnesota,2023-09-01,inf,7262.485212197697
NWSS,Minnesota,2023-09-02,wastewater,2302161.5775566655
NWSS,Minnesota,2023-09-02,inf,7416.202256538331
NWSS,Minnesota,2023-09-03,wastewater,2329771.0049759536
NWSS,Minnesota,2023-09-03,inf,7505.1434932980765
NWSS,Minnesota,2023-09-04,wastewater,2338602.676339079
NWSS,Minnesota,2023-09-04,inf,7533.593912126511
NWSS,Minnesota,2023-09-05,wastewater,2352856.1091706217
NWSS,Minnesota,2023-09-05,inf,7579.510037979368
NWSS,Minnesota,2023-09-06,wastewater,2372531.303470581
NWSS,Minnesota,2023-09-06,inf,7642.891870856645
NWSS,Minnesota,2023-09-07,wastewater,2397628.259238957
NWSS,Minnesota,2023-09-07,inf,7723.739410758346
NWSS,Minnesota,2023-09-08,wastewater,2424161.144547896
NWSS,Minnesota,2023-09-08,inf,7809.2126659020905
NWSS,Minnesota,2023-09-09,wastewater,2460644.6966274306
NWSS,Minnesota,2023-09-09,inf,7926.741080891076
NWSS,Minnesota,2023-09-10,wastewater,2518453.9926348575
NWSS,Minnesota,2023-09-10,inf,8112.968422915517
NWSS,Minnesota,2023-09-11,wastewater,2607757.1149404855
NWSS,Minnesota,2023-09-11,inf,8400.65023622326
NWSS,Minnesota,2023-09-12,wastewater,2702715.5091400114
NWSS,Minnesota,2023-09-12,inf,8706.549988962248
NWSS,Minnesota,2023-09-13,wastewater,2803329.1752334363
NWSS,Minnesota,2023-09-13,inf,9030.667681132481
NWSS,Minnesota,2023-09-14,wastewater,2909598.1132207597
NWSS,Minnesota,2023-09-14,inf,9373.003312733961
NWSS,Minnesota,2023-09-15,wastewater,3018810.4417008674
NWSS,Minnesota,2023-09-15,inf,9724.820806697868
NWSS,Minnesota,2023-09-16,wastewater,3112918.911692583
NWSS,Minnesota,2023-09-16,inf,10027.982606597534
NWSS,Minnesota,2023-09-17,wastewater,3212086.706836439
NWSS,Minnesota,2023-09-17,inf,10347.442558188917
NWSS,Minnesota,2023-09-18,wastewater,3317060.203501082
NWSS,Minnesota,2023-09-18,inf,10685.605044449889
NWSS,Minnesota,2023-09-19,wastewater,3393070.8145748116
NWSS,Minnesota,2023-09-19,inf,10930.466252655844
NWSS,Minnesota,2023-09-20,wastewater,3440118.5400576284
NWSS,Minnesota,2023-09-20,inf,11082.026182806781
NWSS,Minnesota,2023-09-21,wastewater,3458203.379949532
NWSS,Minnesota,2023-09-21,inf,11140.284834902703
NWSS,Minnesota,2023-09-22,wastewater,3448751.467485916
NWSS,Minnesota,2023-09-22,inf,11109.836366287538
NWSS,Minnesota,2023-09-23,wastewater,3425146.190051069
NWSS,Minnesota,2023-09-23,inf,11033.794131248449
NWSS,Minnesota,2023-09-24,wastewater,3282211.648084291
NWSS,Minnesota,2023-09-24,inf,10573.343621168991
NWSS,Minnesota,2023-09-25,wastewater,3011898.442824001
NWSS,Minnesota,2023-09-25,inf,9702.554436618748
NWSS,Minnesota,2023-09-26,wastewater,2762468.6497869794
NWSS,Minnesota,2023-09-26,inf,8899.039248109562
NWSS,Minnesota,2023-09-27,wastewater,2533922.2689732276
NWSS,Minnesota,2023-09-27,inf,8162.7980556414395
NWSS,Minnesota,2023-09-28,wastewater,2326259.300382746
NWSS,Minnesota,2023-09-28,inf,7493.83085921438
NWSS,Minnesota,2023-09-29,wastewater,2144751.324109107
NWSS,Minnesota,2023-09-29,inf,6909.119570335642
NWSS,Minnesota,2023-09-30,wastewater,1989051.5923691392
NWSS,Minnesota,2023-09-30,inf,6407.547172842208
NWSS,Minnesota,2023-10-01,wastewater,1940070.1100513753
NWSS,Minnesota,2023-10-01,inf,6249.757822505155
NWSS,Minnesota,2023-10-02,wastewater,1997762.9601314962
NWSS,Minnesota,2023-10-02,inf,6435.61004466083
NWSS,Minnesota,2023-10-03,wastewater,2063111.9269851984
NWSS,Minnesota,2023-10-03,inf,6646.125744413423
NWSS,Minnesota,2023-10-04,wastewater,2136117.0106124827
NWSS,Minnesota,2023-10-04,inf,6881.304921762936
NWSS,Minnesota,2023-10-05,wastewater,2216778.211013348
NWSS,Minnesota,2023-10-05,inf,7141.147576709367
NWSS,Minnesota,2023-10-06,wastewater,2311169.634586956
NWSS,Minnesota,2023-10-06,inf,7445.220885606916
NWSS,Minnesota,2023-10-07,wastewater,2423901.5539171402
NWSS,Minnesota,2023-10-07,inf,7808.376418507313
NWSS,Minnesota,2023-10-08,wastewater,2478140.9766680105
NWSS,Minnesota,2023-10-08,inf,7983.103741437122
NWSS,Minnesota,2023-10-09,wastewater,2464501.703408883
NWSS,Minnesota,2023-10-09,inf,7939.166074286391
NWSS,Minnesota,2023-10-10,wastewater,2470922.1172387227
NWSS,Minnesota,2023-10-10,inf,7959.848848248462
NWSS,Minnesota,2023-10-11,wastewater,2497402.2181575275
NWSS,Minnesota,2023-10-11,inf,8045.152063323325
NWSS,Minnesota,2023-10-12,wastewater,2543942.006165299
NWSS,Minnesota,2023-10-12,inf,8195.075719510987
NWSS,Minnesota,2023-10-13,wastewater,2604467.3748628753
NWSS,Minnesota,2023-10-13,inf,8390.052640457245
NWSS,Minnesota,2023-10-14,wastewater,2674368.0516664227
NWSS,Minnesota,2023-10-14,inf,8615.231256110372
NWSS,Minnesota,2023-10-15,wastewater,2780391.59952072
NWSS,Minnesota,2023-10-15,inf,8956.776385917354
NWSS,Minnesota,2023-10-16,wastewater,2924644.078857034
NWSS,Minnesota,2023-10-16,inf,9421.472510287836
NWSS,Minnesota,2023-10-17,wastewater,3016283.086210893
NWSS,Minnesota,2023-10-17,inf,9716.67916291815
NWSS,Minnesota,2023-10-18,wastewater,3055308.621582296
NWSS,Minnesota,2023-10-18,inf,9842.396343808286
NWSS,Minnesota,2023-10-19,wastewater,3041720.684971246
NWSS,Minnesota,2023-10-19,inf,9798.62405295826
NWSS,Minnesota,2023-10-20,wastewater,2970707.8908745414
NWSS,Minnesota,2023-10-20,inf,9569.862853502393
NWSS,Minnesota,2023-10-21,wastewater,2840871.9551047757
NWSS,Minnesota,2023-10-21,inf,9151.608301249184
NWSS,Minnesota,2023-10-22,wastewater,2695895.802824165
NWSS,Minnesota,2023-10-22,inf,8684.58093089892
NWSS,Minnesota,2023-10-23,wastewater,2542365.4471173366
NWSS,Minnesota,2023-10-23,inf,8189.996979216192
NWSS,Minnesota,2023-10-24,wastewater,2425971.1964165387
NWSS,Minnesota,2023-10-24,inf,7815.043581891457
NWSS,Minnesota,2023-10-25,wastewater,2346713.050721773
NWSS,Minnesota,2023-10-25,inf,7559.720738924715
NWSS,Minnesota,2023-10-26,wastewater,2304591.010033038
NWSS,Minnesota,2023-10-26,inf,7424.028450315965
NWSS,Minnesota,2023-10-27,wastewater,2310495.8177179354
NWSS,Minnesota,2023-10-27,inf,7443.050246398427
NWSS,Minnesota,2023-10-28,wastewater,2380934.424132551
NWSS,Minnesota,2023-10-28,inf,7669.961752928697
NWSS,Minnesota,2023-10-29,wastewater,2389133.0709991683
NWSS,Minnesota,2023-10-29,inf,7696.372941433241
NWSS,Minnesota,2023-10-30,wastewater,2313283.537504765
NWSS,Minnesota,2023-10-30,inf,7452.030629867264
NWSS,Minnesota,2023-10-31,wastewater,2240937.7312817117
NWSS,Minnesota,2023-10-31,inf,7218.975254174683
NWSS,Minnesota,2023-11-01,wastewater,2172095.652330008
NWSS,Minnesota,2023-11-01,inf,6997.206814355498
NWSS,Minnesota,2023-11-02,wastewater,2106757.3006496527
NWSS,Minnesota,2023-11-02,inf,6786.725310409705
NWSS,Minnesota,2023-11-03,wastewater,2035814.3191378037
NWSS,Minnesota,2023-11-03,inf,6558.189005789366
NWSS,Minnesota,2023-11-04,wastewater,1945267.6248567444
NWSS,Minnesota,2023-11-04,inf,6266.501139483314
NWSS,Minnesota,2023-11-05,wastewater,1901651.894321116
NWSS,Minnesota,2023-11-05,inf,6125.9970661062425
NWSS,Minnesota,2023-11-06,wastewater,1922050.213883367
NWSS,Minnesota,2023-11-06,inf,6191.708380655984
NWSS,Minnesota,2023-11-07,wastewater,1928656.4703592334
NWSS,Minnesota,2023-11-07,inf,6212.989829647758
NWSS,Minnesota,2023-11-08,wastewater,1921470.6637487146
NWSS,Minnesota,2023-11-08,inf,6189.841413081559
NWSS,Minnesota,2023-11-09,wastewater,1900492.794051811
NWSS,Minnesota,2023-11-09,inf,6122.263130957392
NWSS,Minnesota,2023-11-10,wastewater,1868156.162438681
NWSS,Minnesota,2023-11-10,inf,6018.0936396948955
NWSS,Minnesota,2023-11-11,wastewater,1839507.1407098155
NWSS,Minnesota,2023-11-11,inf,5925.803445268697
NWSS,Minnesota,2023-11-12,wastewater,1982752.9061215855
NWSS,Minnesota,2023-11-12,inf,6387.256533115734
NWSS,Minnesota,2023-11-13,wastewater,2260531.4399808347
NWSS,Minnesota,2023-11-13,inf,7282.094588666666
NWSS,Minnesota,2023-11-14,wastewater,2485876.1807556734
NWSS,Minnesota,2023-11-14,inf,8008.021991558642
NWSS,Minnesota,2023-11-15,wastewater,2658787.1284461017
NWSS,Minnesota,2023-11-15,inf,8565.03874179166
NWSS,Minnesota,2023-11-16,wastewater,2779264.28305212
NWSS,Minnesota,2023-11-16,inf,8953.144839365727
NWSS,Minnesota,2023-11-17,wastewater,2843586.596775521
NWSS,Minnesota,2023-11-17,inf,9160.353270273314
NWSS,Minnesota,2023-11-18,wastewater,2865985.6367620276
NWSS,Minnesota,2023-11-18,inf,9232.50972206699
NWSS,Minnesota,2023-11-19,wastewater,2799142.9854947617
NWSS,Minnesota,2023-11-19,inf,9017.18225504905
NWSS,Minnesota,2023-11-20,wastewater,2684339.763973124
NWSS,Minnesota,2023-11-20,inf,8647.354212218863
NWSS,Minnesota,2023-11-21,wastewater,2653106.4308486506
NWSS,Minnesota,2023-11-21,inf,8546.738895789696
NWSS,Minnesota,2023-11-22,wastewater,2705442.986121341
NWSS,Minnesota,2023-11-22,inf,8715.33630576155
NWSS,Minnesota,2023-11-23,wastewater,2841349.4297911944
NWSS,Minnesota,2023-11-23,inf,9153.146442134419
NWSS,Minnesota,2023-11-24,wastewater,3066347.0149011128
NWSS,Minnesota,2023-11-24,inf,9877.955514909756
NWSS,Minnesota,2023-11-25,wastewater,3347573.4024226293
NWSS,Minnesota,2023-11-25,inf,10783.900514629855
NWSS,Minnesota,2023-11-26,wastewater,3568895.339129348
NWSS,Minnesota,2023-11-26,inf,11496.868823382456
NWSS,Minnesota,2023-11-27,wastewater,3756916.802689208
NWSS,Minnesota,2023-11-27,inf,12102.562713821802
NWSS,Minnesota,2023-11-28,wastewater,3932597.1528032273
NWSS,Minnesota,2023-11-28,inf,12668.500839818938
NWSS,Minnesota,2023-11-29,wastewater,4095936.3894714057
NWSS,Minnesota,2023-11-29,inf,13194.683201373871
NWSS,Minnesota,2023-11-30,wastewater,4246934.512693744
NWSS,Minnesota,2023-11-30,inf,13681.1097984866
NWSS,Minnesota,2023-12-01,wastewater,4369732.23822272
NWSS,Minnesota,2023-12-01,inf,14076.691402334016
NWSS,Minnesota,2023-12-02,wastewater,4453577.257543866
NWSS,Minnesota,2023-12-02,inf,14346.790437758333
NWSS,Minnesota,2023-12-03,wastewater,4541342.568330868
NWSS,Minnesota,2023-12-03,inf,14629.518332381245
NWSS,Minnesota,2023-12-04,wastewater,4606424.192915789
NWSS,Minnesota,2023-12-04,inf,14839.172813548515
NWSS,Minnesota,2023-12-05,wastewater,4627862.771597609
NWSS,Minnesota,2023-12-05,inf,14908.23522738909
NWSS,Minnesota,2023-12-06,wastewater,4605658.304376328
NWSS,Minnesota,2023-12-06,inf,14836.70557390297
NWSS,Minnesota,2023-12-07,wastewater,4539810.791251949
NWSS,Minnesota,2023-12-07,inf,14624.583853090156
NWSS,Minnesota,2023-12-08,wastewater,4456699.219451678
NWSS,Minnesota,2023-12-08,inf,14356.847551547069
NWSS,Minnesota,2023-12-09,wastewater,4384173.954206403
NWSS,Minnesota,2023-12-09,inf,14123.21406508306
NWSS,Minnesota,2023-12-10,wastewater,4294657.1212056475
NWSS,Minnesota,2023-12-10,inf,13834.84380238284
NWSS,Minnesota,2023-12-11,wastewater,4175028.4421790466
NWSS,Minnesota,2023-12-11,inf,13449.470991024667
NWSS,Minnesota,2023-12-12,wastewater,4133218.499812789
NWSS,Minnesota,2023-12-12,inf,13314.78409852103
NWSS,Minnesota,2023-12-13,wastewater,4169227.294106874
NWSS,Minnesota,2023-12-13,inf,13430.783124871929
NWSS,Minnesota,2023-12-14,wastewater,4283054.825061304
NWSS,Minnesota,2023-12-14,inf,13797.468070077364
NWSS,Minnesota,2023-12-15,wastewater,4465056.183168101
NWSS,Minnesota,2023-12-15,inf,14383.768743254788
NWSS,Minnesota,2023-12-16,wastewater,4725931.655290108
NWSS,Minnesota,2023-12-16,inf,15224.155136585216
NWSS,Minnesota,2023-12-17,wastewater,4825340.18818081
NWSS,Minnesota,2023-12-17,inf,15544.390602735957
NWSS,Minnesota,2023-12-18,wastewater,4997026.756470169
NWSS,Minnesota,2023-12-18,inf,16097.463127087705
NWSS,Minnesota,2023-12-19,wastewater,5133060.777472
NWSS,Minnesota,2023-12-19,inf,16535.68424212798
NWSS,Minnesota,2023-12-20,wastewater,5233442.251186301
NWSS,Minnesota,2023-12-20,inf,16859.053947856777
